name,category_code,total_money_raised,country_code,city,address,zip_code,latitude,longitude
Preferred Systems Solutions,enterprise,$17M,USA,McLean,8180 Greensboro Drive,22102,38.923453,-77.227525
SpectraLinear,semiconductor,$39M,IND,,,,37.383777,-121.963705
MobiApps,mobile,$10M,,,,,,
Physicians Interactive,advertising,$17M,USA,Reading,55 Walkers Brook Drive,01867,42.2938519,-87.9973255
Aspen Aerogels,cleantech,$136M,USA,Northborough,"30 Forbes Road, Building B",01532,42.347872,-71.63034
Alter-G,medical,$23M,USA,Fremont,48438 Milmont Dr.,94538,37.4667988,-121.9240065
XDx,biotech,$126M,USA,Brisbane,3260 Bayshore Blvd.,94005,37.691226,-122.4040269
CE Info Systems,software,$34M,IND,New Delhi,"B-44, Shivalik, Malviya Nagar",110 017,28.5360568,77.2078207
Delphi,cleantech,$8M,USA,,5725 Delphi Drive,48098,42.603532,-83.16134
WiNetworks,mobile,$19M,USA,New York,"555 West 57th Street, Suite 1326",10019,40.770437,-73.990426
Altobeam,semiconductor,$26M,CHN,Beijing,"B701, R&D Plaza, Tsinghua Science Park",100084,55.902143,-3.208711
EcoSMART Technologies,cleantech,$9M,USA,Alpharetta,"3600 Mansell Road,SIUTe 150",30022,34.0374308,-84.2952754
CoMentis,biotech,$32M,USA,South San Francisco,"280 Utah Avenue, Suite 275",94080,37.646457,-122.394008
JinkoSolar Holding,cleantech,$35M,CHN,Jiangxi Province,"Jingke Road, Xuri area ,Shangrao Economic Development Zone",,,
ERTH Technologies,cleantech,$2M,USA,Longmont,"7101 LaVista Place, Suite 100",80503,40.093828,-105.187208
Gevo,cleantech,$57M,USA,Englewood,"345 Inverness Drive South, Building C, Suite 310",80112,39.558982,-104.856898
Mainstream energy,cleantech,$40M,USA,San Luis Obispo,"775 Fiero Lane, Suite 200",93401,35.2441852,-120.6425269
Breathe Technologies,health,$38M,USA,Irvine,175 Technology Drive,92618,33.664567,-117.747521
Inspire Medical Systems,biotech,$17M,USA,Maple Grove,9700 63rd Ave No,55369,45.069344,-93.4034162
Onset Technology,public_relations,$3M,USA,Waltham,460 Totten Pond Road,02451,42.39526,-71.256368
Flirtomatic,social,$9M,GBR,London,"Centre Point, 4th Floor",WC1A 1DD,51.5272363,-0.0956262
MojoPages,web,$5M,USA,San Diego,9645 Scranton Rd,92121,,
High Gear Media,web,$12M,USA,Menlo Park,830 Menlo Ave,94025,37.445335,-122.15833
StreamBase Systems,software,$39M,USA,Lexington,181 Spring Street,02421,,
GFG Group,software,$13M,NZL,Auckland,"Level 10, Qantas House, 191 Queen Street",1141,,
Vital Renewable Energy Company,cleantech,$257M,,,,,,
Orient Green Power,cleantech,$55M,SGP,Chennai,"No.9, Vanagaram Road,",600 095,,
SoloPower,cleantech,$458M,USA,San Jose,5981 Optical Court,95138,37.253463,-121.782906
Qteros,cleantech,$47M,USA,Marlborough,100 Campus Drive,01752,42.3253727,-71.5854884
Trony Solar,cleantech,$20M,USA,Shenzhen,"Trony Solar Plaza, Long Gang District",518116,,
FishNet Security,security,$12M,USA,Overland Park,6130 Sprint Pkwy Suite 400,66211,,
Compassoft,software,$7M,,,,,,
Sana Security,security,$12M,USA,San Mateo,2121 South El Camino Real,94403-1855,37.54763,-122.307887
High Tower Software,security,$1M,USA,Aliso Viejo,26970 Aliso Viejo Parkway,92656,33.571492,-117.729952
Mirage Networks,software,$12M,USA,Chicago,70 West Madison Street,60602,41.881978,-87.630125
Telogis,software,$93M,USA,Aliso Viejo,"20 Enterprise, Ste 100",92656,,
Force10 Networks,ecommerce,$116M,USA,San Jose,350 Holger Way,95134-1362,37.418636,-121.944828
TeachScape,software,$16M,USA,San Francisco,71 Stevenson St.,94105,37.7869047,-122.4043924
Quippo Infrastructure,mobile,$113M,IND,"Saket,New Delhi","D2, Southern Park, Saket Place",110 017,,
StyleCaster,web,$5M,USA,New York City,49 W 27th St Uppr A,10001-6936,40.7450497,-73.9900984
FleetMatics,software,$93M,USA,Rolling Meadows,1600 East Golf Road,60008,,
MindFuse,games_video,$1M,,,,,,
Northern Power Systems,cleantech,$37M,USA,Barre,29 Pitman Road,,44.170982,-72.486152
SoftLayer,network_hosting,$30M,USA,Dallas,4849 Alpha Rd,75244,33.017317,-96.837682
Albeo Technologies,cleantech,$10M,USA,Boulder,2108 55th St,80301,,
Beijing Taishi Xinguang Technology,biotech,$30M,,,,,,
One97 Communications,mobile,$35M,IND,New Delhi,"1st Floor, Devika Tower, Nehru Place",110 019,,
Quench,cleantech,$69M,USA,King of Prussia,780 5th avenue,19406,39.767016,-86.156255
Grain Management,mobile,$20M,USA,Sarasota,100 N. Washington Blvd. Suite 201,34236,27.3372319,-82.5309605
C7 Data Centers,network_hosting,$34M,USA,Lindon,357 South 670 West,84042,,
Runcom,mobile,$10M,ISR,Rishon Lezion,"UMI Building, 12th floor",75658,,
aCon,hardware,$2M,DNK,Soenderborg,Augustenborg Landevej 7,DK - 6400,54.9201429,9.8114974
AVIcode,software,$1M,USA,Baltimore,890 Airport Park Road,21061,39.1729181,-76.6447438
Qumas,software,$10M,USA,Jersey City,66 York Street,07302,,
Neverfail,software,$10M,USA,Austin,5914 West Courtyard Drive,78730,,
DuPont,biotech,$9M,,,,,,
Bling Nation,enterprise,$28M,USA,Palo Alto,364 University Ave,94301,37.446411,-122.16054
Cree,hardware,$241M,USA,Durham,4600 Silicon Drive,27703,,
Roc2Loc,cleantech,$2M,USA,San Francisco,"66 Mint Street, 3rd Floor",94103,37.782475,-122.407764
Moonfruit,design,$2.25M,GBR,London,,,,
Vativ Technologies,semiconductor,$22M,USA,San Diego,"9339 Genesee Avenue, Suite 130",92121,,
PacketVideo,software,$106M,USA,San Diego,,,32.718834,-117.163841
SKURA,software,$3M,CAN,Oakville,"2275 Upper Middle Road East, Suite 200",L6H 0C3,43.5041715,-79.6711308
Avenda Systems,security,$5M,USA,Santa Clara,"3255 Scott Blvd., B2, Ste 102",95054,37.381034,-121.971487
Greenland Hong Kong Holdings Limited,cleantech,$13M,CHN,"Shanghai,",46/F Hongkong New World Tower,200021,,
Goodman Networks,mobile,$296M,USA,Plano,6400 International Parkway,75093,,
SVTC Technologies,consulting,$34M,USA,San Jose,3901 North First Street,95134,,
Energy and Power Solutions,cleantech,$30M,USA,Trabuco Canyon,28544 Sorano Cove,92679,,
Tarpon Towers,messaging,$30M,USA,Bradenton,1001 3rd Ave West,34205,,
Unity Semiconductor,semiconductor,$22M,,,,,,
BuyVIP,ecommerce,$20M,ESP,Madrid,33. Edificio Atica 4 planta 2,,40.4167413,-3.7032498
800APP,software,$17M,CHN,Beijing,"Suite 1308,Tian-Chuang Plaza",100080,,
Imbera Electronics,semiconductor,$15M,FIN,Espoo,Lars Sonckin Kaari 16,,,
Adomo,public_relations,$22M,USA,Cupertino,20401 Stevens Creek Blvd.,95014,37.323345,-122.029954
Storage Appliance Corporation,software,$33M,CAN,,"30 West Beaver Creek Road, Unit 115",L4B 3K1,,
GreenBytes,enterprise,$35M,USA,Providence,"The Foundry, 275 Promenade Street",02908,41.829229,-71.421059
DTT,hospitality,$67M,USA,Los Angeles,1755 N. Main St.,90031,,
York Telecom,mobile,$6M,USA,Eatontown,81 Corbett Way,07724,,
Nordic Windpower,cleantech,$54M,USA,Berkeley,125 University Ave,94710,37.863464,-122.3153453
Anchor Bay Technologies,semiconductor,$10M,USA,Campbell,300 Orchard City Drive,95008,37.2496346,-121.9665932
SandForce,enterprise,$46M,USA,Milpitas,691 S. Milpitas Blvd.,95035,37.2807831,-122.0032261
Venturi Wireless,mobile,$10M,USA,Sunnyvale,1320 Chesapeake Terrace,94085,37.4099985,-122.0018725
GoTV Networks,mobile,$28M,USA,Sherman Oaks,14144 Ventura Blvd.,91423,34.15084,-118.448703
Asempra Technologies,security,$20M,USA,Santa Clara,3200 Patrick Henry Drive,95054,,
Calistoga Pharmaceuticals,biotech,$91M,USA,Seattle,"2101 4th Avenue, Suite 1960",98121,,
FinAnalytica,software,$7M,USA,New York,"100 Park Avenue, 16th Floor",10017,40.751293,-73.978887
Virtual Goods Market,ecommerce,$5M,,,,,,
Informance International,enterprise,$6M,USA,Northbrook,650 Dundee Road,60062,,
IRIS-RFID,other,$2M,FRA,,15 rue Johannes Kepler,,,
Ethertronics,hardware,$4M,USA,San Diego,9605 Scranton Road,92121,,
Cadec Global,mobile,$4M,USA,Manchester,645 Harvey Road,03103,,
Axxana,security,$14M,ISR,Tel-Aviv,38 Habarzel St.,69710,,
TeleCommunication Systems,mobile,$110M,USA,Annapolis,275 West Street,21401,,
Antix Labs,games_video,$3M,GBR,Berkshire,200 Brook Drive,RG2 6UB,,
Nethra Imaging,semiconductor,$14M,USA,Santa Clara,2855 Bowers Ave.,95051,,
Nexterra,cleantech,$29M,CAN,Vancouver,"650 West Georgia Street, Suite 1300",V6B 4N8,49.282159,-123.1176496
Jiangsu Shunda Semiconductor Development,,$82M,CHN,Yangzhou,,,,
NanoBio,biotech,$39M,USA,Ann Arbor,2311 Green Road,48105,42.3079711,-83.6927623
InfoLogix,enterprise,$3M,USA,Hatboro,101 East County Line Road,19040,40.1923295,-75.1069232
smartFOCUS,software,$30M,GBR,Bristol,One Redcliff Street,BS1 6NP,51.4525116,-2.5909744
Vidavee,network_hosting,$6M,,,,,,
PaymentOne,ecommerce,$7M,USA,San Jose,5883 Rue Ferrari,95138,37.248043,-121.776935
Layered Technologies,network_hosting,$63M,USA,Plano,5068 W Plano Parkway,75093,,
SOA Software,software,$11M,USA,Los Angeles,12100 Wilshire Blvd,90025,,
Lanyon,hospitality,$10M,USA,Irving,104 Decker Court,75062,,
Prolify,,$4M,ISR,Netanya,7 Giborey Israel St,42504,,
OptiMedica,biotech,$51M,USA,Santa Clara,3100 Coronado Drive,95054,37.3777985,-121.9744545
NanoInk,biotech,$100M,USA,Skokie,8025 Lamon Ave,60077,42.041574,-87.749253
Advanced Power Projects,cleantech,$13M,USA,Fremont,"43801 Mission Blvd, Suite 103",94539,37.5252461,-121.9178417
Luminus Devices,other,$136M,USA,Billerica,1100 Technology Park Drive,01821,42.528635,-71.278022
Cameron Health,medical,$121M,USA,San Clemente,905 Calle Amanecer,92673,33.44801,-117.607717
Cantimer,,$2M,USA,Menlo Park,3700 Haven Court,94025,37.484616,-122.181753
Celestial Semiconductor,semiconductor,$2M,USA,San Jose,"2635 North 1st Street, Suite 150",95134,37.386417,-121.92917
InSound Medical,biotech,$11M,USA,Newark,39660 Eureka Drive,94560,37.512038,-121.998513
